L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
1830,120,4,1,3800,3876456,0,7,378580043,330563436,34807,34839,34811,862871618,86983390,785581943
1830,25,10,2,900,832518,5,7,378580043,330563436,34765,34841,34770,106211174,407419891,899684522
1830,82,3,3,3600,3535487,7,7,378580043,330563436,34808,34801,34827,749443834,407419891,1037000120
1831,136,2,1,900,932517,2,3,449642453,330563436,34318,34359,34327,106211174,86983390,669070134
1831,48,9,2,900,853236,7,6,378580043,330563436,34413,34339,34428,785149710,431484053,634281548
1831,115,5,3,1700,1725687,2,8,378580043,330563436,34350,34375,34362,862871618,431484053,523516064
1831,95,8,4,2300,2288707,6,2,378580043,330563436,34322,34371,34336,106211174,407419891,287982312
1856,55,10,1,1000,955050,5,7,378580043,330563436,33733,33742,33755,862871618,944913022,326426482
1856,97,10,2,4700,4686323,7,7,378580043,330563436,33683,33762,33709,749443834,944913022,808401461
1856,117,7,3,2000,2034220,4,6,378580043,330563436,33726,33728,33733,749443834,431484053,922384939
1856,150,1,4,2200,2310330,8,2,449642453,330563436,33724,33748,33742,862871618,1001693018,538801329
1856,190,1,5,1400,1526266,1,1,449642453,330563436,33706,33724,33733,785149710,407419891,676891985
1856,23,6,6,3600,3322872,3,5,449642453,330563436,33772,33734,33781,862871618,86983390,447511633
1856,130,3,7,4200,4326546,4,0,378580043,330563436,33745,33759,33772,785149710,250142940,959472979
1857,174,5,1,1500,1611255,10,3,378580043,330563436,34062,34026,34070,785149710,250142940,493839628
1857,167,6,2,4000,4268640,10,0,378580043,330563436,34013,34034,34019,106211174,365042431,992977519
1857,119,3,3,800,815288,1,7,378580043,330563436,33994,34061,34018,862871618,365042431,981255978
1857,100,3,4,4100,4100410,7,7,449642453,330563436,34073,34014,34075,106211174,1001693018,333491015
1858,14,8,1,3300,3016233,1,2,146356532,777177650,35790,35827,35806,106211174,250142940,901901167
1859,75,6,1,1800,1755125,10,0,146356532,777177650,35648,35609,35666,862871618,407419891,158227532
1859,188,9,2,3600,3917448,2,1,146356532,777177650,35553,35617,35573,862871618,1001693018,462371076
1859,158,10,3,500,529075,6,3,146356532,777177650,35599,35568,35628,862871618,365042431,696843117
1859,191,2,4,2100,2291499,0,3,146356532,777177650,35646,35577,35666,862871618,1001693018,675544990
1859,46,3,5,1100,1040644,6,6,146356532,777177650,35624,35584,35638,862871618,407419891,616832339
1859,105,8,6,1200,1206120,8,3,146356532,777177650,35570,35587,35586,785149710,86983390,816154278
1860,113,4,1,900,911799,4,4,146356532,777177650,35278,35214,35279,749443834,86983390,180181511
1861,68,5,1,700,677642,8,5,449642453,330563436,34346,34425,34348,785149710,250142940,941521292
1861,27,8,2,3100,2873762,10,5,378580043,330563436,34361,34398,34378,862871618,250142940,476763567
1861,24,9,3,2300,2125246,0,8,449642453,330563436,34431,34395,34433,749443834,431484053,497504144
1861,116,6,4,3800,3861218,10,5,378580043,330563436,34389,34368,34392,106211174,250142940,88791565
1861,16,3,5,200,183202,3,8,378580043,330563436,34448,34406,34467,862871618,431484053,325426052
1862,30,5,1,4100,3813123,10,0,146356532,777177650,35949,35930,35978,785149710,944913022,99464899
1862,166,7,2,3700,3944792,6,2,146356532,777177650,35898,35928,35927,862871618,431484053,649524302
1862,104,1,3,2600,2610660,2,1,146356532,777177650,35877,35930,35900,862871618,86983390,696587458
1863,63,2,1,4800,4622688,9,4,449642453,330563436,34250,34310,34259,106211174,944913022,860182542
1863,157,2,2,4800,5074320,4,8,449642453,330563436,34279,34276,34309,785149710,365042431,289454191
1888,98,10,1,2700,2694843,3,6,378580043,330563436,34376,34348,34388,106211174,1001693018,63195701
1888,74,5,2,3800,3701466,3,3,378580043,330563436,34300,34348,34309,862871618,86983390,950689578
1888,80,1,3,4900,4802392,7,5,449642453,330563436,34390,34346,34419,749443834,944913022,290929769
1888,19,10,4,900,827109,1,4,449642453,330563436,34372,34354,34382,106211174,365042431,650379995
1888,160,1,5,400,424064,3,6,378580043,330563436,34329,34320,34343,785149710,944913022,128320307
1888,53,8,6,4800,4574640,8,8,378580043,330563436,34391,34317,34406,785149710,86983390,590306313
1888,167,6,7,5000,5335800,4,7,378580043,330563436,34323,34342,34338,749443834,944913022,869847893
1889,152,4,1,4100,4313815,10,2,146356532,777177650,35594,35558,35617,106211174,365042431,641956119
1889,172,3,2,1300,1393821,5,0,146356532,777177650,35591,35546,35602,106211174,1001693018,941340078
1889,138,9,3,3600,3737268,5,7,146356532,777177650,35567,35593,35571,106211174,407419891,960122169
1889,168,5,4,500,534080,2,7,146356532,777177650,35605,35588,35630,785149710,365042431,968681584
1890,141,8,1,2600,2706964,3,7,146356532,777177650,35520,35500,35540,749443834,944913022,568199455
1890,100,1,2,4300,4300430,7,3,146356532,777177650,35427,35459,35447,749443834,944913022,220987778
1890,59,1,3,2400,2301720,6,4,146356532,777177650,35468,35469,35471,785149710,431484053,124009210
1890,68,9,4,4300,4162658,9,4,146356532,777177650,35526,35478,35548,862871618,944913022,880661912
1890,122,3,5,4500,4599540,8,5,146356532,777177650,35533,35503,35537,785149710,944913022,822470897
1890,181,2,6,1600,1729888,8,2,146356532,777177650,35472,35477,35499,862871618,86983390,925169553
1890,121,4,7,1000,1021120,1,4,146356532,777177650,35421,35478,35429,749443834,365042431,1035552990
1891,77,8,1,4500,4396815,7,4,449642453,330563436,34686,34713,34702,106211174,250142940,529976159
1891,184,5,2,1800,1951524,6,0,449642453,330563436,34721,34726,34742,106211174,250142940,971142195
1891,198,9,3,1500,1647284,3,0,378580043,330563436,34767,34761,34774,862871618,431484053,794940024
1892,113,7,1,4800,4862928,2,1,449642453,330563436,34499,34499,34511,106211174,250142940,907940286
1892,43,2,2,3500,3300640,4,8,378580043,330563436,34427,34461,34455,106211174,431484053,199885352
1892,134,5,3,3700,3826281,10,3,378580043,330563436,34433,34487,34446,862871618,407419891,742847980
1892,197,9,4,1400,1536066,6,7,378580043,330563436,34430,34495,34449,749443834,944913022,130960063
1893,99,1,1,4300,4296087,10,0,146356532,777177650,35818,35799,35838,785149710,407419891,351666623
1893,148,9,2,4900,5135886,3,5,146356532,777177650,35812,35821,35826,862871618,944913022,560301289
1893,45,6,3,300,283512,3,2,146356532,777177650,35834,35811,35849,749443834,431484053,573716690
1893,101,6,4,1800,1801980,7,6,146356532,777177650,35817,35805,35837,862871618,250142940,669880453
1893,53,4,5,600,571830,10,2,146356532,777177650,35816,35784,35833,749443834,86983390,978936121
1894,169,10,1,4000,4276640,3,7,378580043,330563436,33760,33733,33784,749443834,944913022,74745734
1895,161,6,1,4300,4562988,9,7,378580043,330563436,34539,34532,34555,106211174,365042431,499663378
1920,96,7,1,2400,2390616,4,5,146356532,777177650,36063,36028,36081,749443834,365042431,177399764
1920,51,6,2,3100,2948255,5,6,146356532,777177650,36006,36035,36022,785149710,407419891,297218732
1920,18,2,3,600,550806,1,5,146356532,777177650,36067,36025,36090,785149710,407419891,989729593
1920,84,5,4,5000,4920400,9,6,146356532,777177650,36069,36009,36095,749443834,431484053,653686307
1920,34,10,5,1400,1307642,8,5,146356532,777177650,36088,36015,36093,749443834,365042431,319638670
1921,21,10,1,900,828918,8,0,378580043,330563436,34364,34411,34392,749443834,944913022,403259917
1921,140,6,2,2100,2184294,2,6,378580043,330563436,34371,34419,34378,785149710,944913022,730028107
1921,71,2,3,2700,2621889,0,4,449642453,330563436,34448,34429,34452,862871618,944913022,278729562
1922,10,5,1,1300,1183013,5,3,146356532,777177650,35360,35327,35382,106211174,407419891,457664526
1923,37,8,1,900,843327,1,8,146356532,777177650,35669,35684,35678,106211174,944913022,724083217
1923,178,8,2,2300,2479791,7,5,146356532,777177650,35679,35651,35685,862871618,431484053,360722596
1923,180,1,3,1100,1188198,3,3,146356532,777177650,35621,35675,35641,862871618,1001693018,635370731
1923,193,5,4,4900,5356631,6,5,146356532,777177650,35630,35648,35635,106211174,365042431,493905025
1923,184,5,5,2500,2710450,10,8,146356532,777177650,35658,35660,35683,749443834,86983390,127474987
1923,37,3,6,5000,4685150,3,3,146356532,777177650,35736,35648,35757,106211174,86983390,770273439
1924,73,1,1,700,681149,6,7,146356532,777177650,35429,35399,35436,785149710,407419891,762268971
1924,18,8,2,4700,4314647,2,6,146356532,777177650,35391,35354,35410,785149710,1001693018,946359067
1924,57,8,3,4000,3828200,4,8,146356532,777177650,35367,35397,35388,106211174,1001693018,998201451
1924,34,5,4,3100,2895493,3,3,146356532,777177650,35326,35355,35355,749443834,407419891,111833882
1924,36,7,5,1700,1591251,4,5,146356532,777177650,35428,35379,35453,785149710,86983390,9640369
1924,76,4,6,1500,1464105,2,4,146356532,777177650,35432,35380,35455,106211174,407419891,314057441
1924,40,1,7,2100,1974084,9,3,146356532,777177650,35327,35379,35338,862871618,365042431,1029186310
1925,184,5,1,5000,5420900,1,2,378580043,330563436,33704,33715,33730,862871618,86983390,47995423
1925,135,1,2,3500,3622955,6,6,378580043,330563436,33733,33702,33736,862871618,365042431,1009562436
1925,116,10,3,4000,4064440,8,8,449642453,330563436,33739,33742,33761,862871618,365042431,714876879
1925,30,5,4,1700,1581051,6,2,378580043,330563436,33740,33698,33769,862871618,431484053,1034099118
1926,51,9,1,2400,2282520,6,5,146356532,777177650,35187,35136,35215,749443834,250142940,342523148
1926,106,9,2,2900,2917690,9,8,146356532,777177650,35119,35136,35136,862871618,86983390,738546973
1926,178,6,3,1000,1078170,2,3,146356532,777177650,35206,35124,35218,106211174,365042431,496346911
1926,68,9,4,1300,1258478,4,2,146356532,777177650,35179,35166,35191,749443834,431484053,415321542
1926,40,1,5,2900,2726116,6,0,146356532,777177650,35122,35135,35146,749443834,431484053,844647734
1927,68,5,1,300,290418,0,5,146356532,777177650,34976,35039,35006,785149710,944913022,847109813
1927,73,2,2,1500,1459605,8,8,146356532,777177650,35056,35057,35062,785149710,250142940,246372593
1927,65,10,3,600,579036,5,5,146356532,777177650,35030,35021,35039,862871618,86983390,125328716
1952,53,8,1,700,667135,4,5,449642453,330563436,34458,34494,34464,106211174,250142940,100757496
1952,142,5,2,600,625284,6,5,449642453,330563436,34461,34473,34478,749443834,365042431,145800620
1953,128,1,1,2500,2570300,7,6,449642453,330563436,34339,34360,34361,862871618,250142940,297952997
1953,14,5,2,3500,3199035,6,6,378580043,330563436,34366,34388,34377,749443834,944913022,257588536
1954,152,7,1,3100,3261665,6,6,146356532,777177650,35658,35616,35674,749443834,250142940,578448652
1954,182,3,2,100,108218,3,1,146356532,777177650,35687,35617,35708,785149710,431484053,372659985
1954,199,2,3,1100,1209109,7,7,146356532,777177650,35647,35632,35665,749443834,86983390,171517692
1954,159,4,4,1200,1270980,2,8,146356532,777177650,35628,35613,35646,785149710,365042431,170702173
1954,170,7,5,2900,3103493,8,8,146356532,777177650,35665,35624,35673,749443834,250142940,140753707
1954,177,8,6,1300,1400321,0,7,146356532,777177650,35594,35662,35599,862871618,431484053,188005804
1954,194,5,7,4900,5361531,5,6,146356532,777177650,35583,35669,35593,785149710,86983390,78525858
1955,137,3,1,3200,3318816,2,2,449642453,330563436,33788,33782,33817,862871618,86983390,475756091
1955,18,8,2,200,183602,3,1,378580043,330563436,33789,33789,33815,785149710,86983390,874900966
1955,158,6,3,4100,4338415,8,6,449642453,330563436,33815,33757,33821,785149710,365042431,814572473
1955,9,4,4,1600,1454400,3,7,449642453,330563436,33722,33776,33745,862871618,944913022,738023542
1955,159,10,5,1100,1165065,9,1,449642453,330563436,33756,33787,33760,106211174,1001693018,452654398
1956,177,8,1,800,861736,2,4,449642453,330563436,33961,33930,33979,862871618,365042431,96577250
1956,103,6,2,1600,1604960,0,5,378580043,330563436,33917,33917,33936,106211174,944913022,917563071
1956,139,5,3,3900,4052607,8,2,449642453,330563436,33869,33932,33890,749443834,1001693018,1042467550
1956,29,10,4,1100,1021921,10,0,449642453,330563436,33955,33904,33974,862871618,365042431,278713270
1956,155,10,5,1600,1688240,8,2,378580043,330563436,33873,33896,33875,862871618,944913022,487207906
1957,79,9,1,5000,4895350,9,5,146356532,777177650,36013,36064,36032,785149710,944913022,330676071
1957,119,3,2,3100,3159241,10,8,146356532,777177650,36018,36036,36021,106211174,1001693018,73850881
1958,73,2,1,900,875762,1,5,146356532,777177650,35039,35048,35049,749443834,1001693018,50818760
1958,176,7,2,2900,3120893,5,6,146356532,777177650,35081,35036,35107,785149710,407419891,309607673
1958,102,3,3,400,400840,4,2,146356532,777177650,34994,35040,34998,749443834,365042431,510561949
1958,83,4,4,3800,3735704,9,7,146356532,777177650,34979,35027,35006,785149710,86983390,911805095
1958,101,8,5,3100,3103410,8,1,146356532,777177650,35001,35013,35008,862871618,86983390,21812186
1958,17,4,6,4400,4034844,8,4,146356532,777177650,35048,35031,35077,862871618,250142940,1041696861
1958,39,5,7,2900,2723187,2,5,146356532,777177650,34984,35007,35002,106211174,1001693018,359267518
1959,169,10,1,4600,4918136,4,0,146356532,777177650,35553,35490,35572,862871618,365042431,57456701
1959,120,7,2,1500,1530180,8,7,146356532,777177650,35448,35477,35467,749443834,431484053,664482514
1984,53,5,1,4500,4288725,3,4,146356532,777177650,35892,35955,35914,785149710,365042431,72425221
1984,70,7,2,3500,3395244,1,7,146356532,777177650,35931,35917,35945,785149710,250142940,851892992
1985,28,1,1,3300,3062466,10,3,378580043,330563436,34670,34637,34671,749443834,944913022,365078887
1985,21,6,2,5000,4605100,4,2,378580043,330563436,34605,34623,34617,785149710,365042431,419205534
1985,134,10,3,2000,2068259,7,3,378580043,330563436,34634,34648,34663,106211174,86983390,639572923
1985,199,10,4,3000,3297569,5,7,378580043,330563436,34581,34615,34601,106211174,250142940,1063013496
1985,124,9,5,4200,4301304,5,5,378580043,330563436,34630,34639,34655,749443834,407419891,803388679
1985,20,7,6,200,184004,2,0,449642453,330563436,34661,34614,34691,862871618,944913022,421846331
1986,92,3,1,1200,1190508,6,5,449642453,330563436,34561,34511,34577,785149710,250142940,28206284
1986,105,8,2,1000,1005100,10,3,378580043,330563436,34466,34504,34485,785149710,1001693018,1068615869
1986,63,2,3,1400,1348284,4,2,378580043,330563436,34527,34502,34552,106211174,407419891,218871153
1987,16,6,1,700,641207,3,3,449642453,330563436,34543,34519,34573,106211174,1001693018,714715775
1988,72,1,1,3600,3499451,9,4,146356532,777177650,35083,35025,35089,106211174,250142940,714420399
1988,199,3,2,1900,2088461,8,8,146356532,777177650,35096,35041,35107,785149710,944913022,853699547
1988,54,6,3,800,763240,6,1,146356532,777177650,34990,35012,35019,749443834,365042431,678961903
1988,36,2,4,2700,2527281,8,0,146356532,777177650,35089,35055,35117,862871618,86983390,844444306
1988,79,8,5,2600,2545582,8,4,146356532,777177650,35087,35046,35088,785149710,407419891,17050979
1988,86,7,6,900,887471,8,3,146356532,777177650,35057,35064,35087,749443834,431484053,982091351
1989,10,7,1,4700,4277047,10,2,378580043,330563436,34504,34479,34505,862871618,1001693018,551119506
1990,101,2,1,4600,4605060,1,7,378580043,330563436,34695,34770,34710,106211174,86983390,552165587
1991,110,3,1,3900,3939429,6,2,449642453,330563436,33968,33935,33977,862871618,86983390,53577649
1991,53,1,2,4900,4669945,8,6,378580043,330563436,33894,33935,33900,106211174,407419891,448182915
1991,174,5,3,600,644502,2,1,449642453,330563436,33908,33883,33920,862871618,1001693018,460943725
1991,138,9,4,600,622878,10,6,449642453,330563436,33927,33909,33933,106211174,250142940,977819628
1991,60,8,5,4900,4704294,6,0,378580043,330563436,33855,33936,33882,106211174,365042431,176256362
2016,147,4,1,200,209428,2,7,146356532,777177650,35348,35376,35367,749443834,86983390,349656401
2016,63,8,2,1500,1444590,4,5,146356532,777177650,35330,35341,35357,862871618,431484053,711242645
2016,122,7,3,800,817696,9,2,146356532,777177650,35325,35357,35349,862871618,407419891,911285926
2017,103,4,1,4900,4915190,10,6,146356532,777177650,35939,35975,35950,785149710,86983390,423911943
2017,71,2,2,1400,1359498,7,4,146356532,777177650,35972,35959,35985,106211174,86983390,546760317
2017,84,5,3,1100,1082488,5,2,146356532,777177650,35935,35987,35939,862871618,86983390,394670633
2018,195,6,1,200,219038,2,7,146356532,777177650,34873,34868,34882,106211174,86983390,127571811
2018,129,10,2,2300,2366976,5,1,378580043,330563436,34822,34829,34839,862871618,250142940,705576235
2019,4,9,1,3100,2802400,7,3,378580043,330563436,33924,33962,33930,749443834,944913022,563350138
2019,52,7,2,1800,1713690,4,3,378580043,330563436,33991,33958,34000,106211174,431484053,376035497
2020,34,10,1,5000,4670150,6,1,378580043,330563436,34160,34207,34181,785149710,86983390,384721390
2020,176,4,2,4000,4304680,9,0,449642453,330563436,34257,34224,34269,862871618,250142940,950860171
2020,14,4,3,3000,2742030,7,4,449642453,330563436,34218,34190,34239,862871618,365042431,173981057
2020,61,8,4,2700,2594862,5,6,449642453,330563436,34162,34212,34182,106211174,944913022,117463313
2021,85,6,1,700,689556,8,4,146356532,777177650,34987,34969,34990,106211174,431484053,657017250
2021,166,3,2,1900,2025704,4,5,146356532,777177650,34923,34945,34932,106211174,250142940,265754652
2022,169,8,1,3800,4062808,0,8,378580043,330563436,33788,33712,33796,862871618,1001693018,970972660
2022,55,3,2,3800,3629190,5,4,378580043,330563436,33770,33737,33781,785149710,407419891,429695364
2022,49,10,3,4800,4555392,10,2,449642453,330563436,33767,33757,33795,749443834,407419891,341673181
2022,182,3,4,1600,1731488,5,3,378580043,330563436,33776,33744,33790,106211174,86983390,731323580
2022,100,1,5,3600,3600360,5,2,378580043,330563436,33685,33729,33705,106211174,431484053,245544708
2022,129,2,6,2000,2058240,8,8,449642453,330563436,33692,33709,33694,106211174,407419891,205216365
